	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	P.value.adj.BasalvsLP	P.value.adj.BasalvsML	P.value.adj.LPvsML	F	F.p.value
Mybl1	2.93591675400444	0.886472888687581	1.62120010195007	0.734727213262487	3.3099012777264	7.2268645414652	2.5886778187562	0.00785632196165677	2.79977629618822e-05	0.0269644032326061	0.0166480646085041	0.00011372413046156	0.0720208161800581	23.0987187812838	0.000176544390770515
Vcpip1	5.87704644425695	-0.324910692455208	0.00530949214173848	0.330220184596946	-2.15199149700577	0.0373277550991347	2.15070815621611	0.0568112365068635	0.970956655282503	0.0569344724606253	0.089926461229494	0.975773739637873	0.123590643910827	3.08583646626393	0.090307917514364
Sgk3	2.77191903115582	1.28254417462548	0.33750115341248	-0.945043021212997	6.19512817620538	2.30346642600932	-4.56289851900608	0.00010108883662826	0.0439371109795543	0.00103134088804618	0.000440848258830947	0.0660758554079223	0.00772099954909915	21.4518091078377	0.000238923372303505
Snhg6	3.32611400435139	0.172158137058759	0.072454031911775	-0.0997041051469836	0.716706928029638	0.363918112619285	-0.417905721110058	0.489917959725163	0.723478334542633	0.684827767064618	0.56289217616758	0.767227365849953	0.771918943771328	0.273112333770649	0.766492487424628
Cops5	5.80292433583028	-0.00544215832106332	-0.172707871693943	-0.167265713372879	-0.0456267769932757	-1.55216790160097	-1.37842490844276	0.964503971334876	0.151599365664152	0.198058920531823	0.972225011347725	0.196887598391364	0.311216361132467	1.43529699026882	0.283047428472341
Cspp1	4.52016213194217	-0.543436882317366	-0.0269940149207466	0.516442867396619	-2.40035632747194	-0.131979454393059	2.2638945115101	0.0372394259613743	0.897612275649152	0.0469979591406387	0.0629682381638191	0.916028532180797	0.107528314766526	3.63478024575788	0.0650071490445264
Arfgef1	7.4795885290564	-0.399764407800857	-0.185637928526106	0.214126479274751	-2.68702958044513	-1.26298244650275	1.41656308962853	0.0227724725731212	0.235184521032036	0.186931394737413	0.0414117680398796	0.291441976280235	0.297849989083997	3.60729498098423	0.0660527474581824
Cpa6	-2.41072562426656	6.73020579548129	10.6825662970714	3.95236050159014	9.9817107262133	14.290823516736	4.01448118775974	1.58717923759106e-06	5.42289521574509e-08	0.00244879324309585	1.75784502407371e-05	8.59737624191314e-07	0.0138011222414317	106.649769696019	1.75671972446653e-07
Prex2	1.90353440065067	0.672458130599529	1.01623227507977	0.343774144480239	1.28128616960987	2.58578158248725	0.643713851112736	0.228941475924367	0.0270988506699605	0.534211850106386	0.297528127289157	0.043179921782265	0.647868028541168	2.86559469069627	0.1036918767283
Sulf1	2.58081862910377	3.55180191888065	4.18364101837444	0.631839099493782	12.0559738421501	17.7039799324335	1.88649518432649	2.73531920019789e-07	6.83503358220629e-09	0.0885032767096919	4.79951320973441e-06	2.08133473591498e-07	0.171136557323352	152.539984459741	3.12870404007969e-08
Ncoa2	6.94798210646154	-0.274806963538135	-0.384472320604131	-0.109665357065996	-2.40360287742532	-3.45000034478987	-0.93926470896878	0.0370332294719919	0.00620512512028788	0.369677642442418	0.062695427365556	0.0118076509433397	0.495902177444329	6.1860671852082	0.0177906042440282
Tram1	6.99489697151818	-0.950350139648009	-0.424792420108559	0.52555771953945	-6.37928002575239	-2.92710383138552	3.44997509822653	7.95999265296326e-05	0.0150803367901466	0.00620538795480949	0.000365095746830386	0.0257297201313329	0.0260582226443502	20.388492350039	0.000293439218401525
Lactb2	3.4647519907175	-1.36182040223284	-1.99562470389459	-0.633804301661758	-6.22026381132212	-10.6189647016212	-3.21728089041311	9.78188334236953e-05	8.96604343424016e-07	0.00919085531771738	0.000429941457472638	7.26806477284695e-06	0.0339881683824631	53.7799128241648	4.37404998804425e-06
Eya1	-0.269960886415675	5.33031482763165	8.08759812472868	2.75728329709703	9.854804933224	14.5153813735492	3.67915857009312	1.78482986686399e-06	4.66908263140923e-08	0.00423577723770691	1.92786453239242e-05	7.67761975755374e-07	0.0199070136016911	107.009541376676	1.72862590910165e-07
Msc	-0.582699538110266	-3.31646840473898	-5.47757023846507	-2.16110183372609	-3.73212585879551	-7.03086298576386	-4.09626144837085	0.00388110995328045	3.53746515939231e-05	0.00214701151981528	0.00914818319577568	0.000138885254305692	0.0126383542188366	26.6430468631581	9.73634278172536e-05
Terf1	3.16065837163656	0.28115566260809	0.137182813865139	-0.143972848742951	1.02124988024147	0.610302505660575	-0.527754409092834	0.331152309543243	0.555245614876375	0.609153462699944	0.406259618229256	0.614268478639156	0.710544944894193	0.563132407173968	0.586442354503819
Sbspon	1.36269785025093	6.57436221159881	7.17139744506701	0.597035233468203	22.3738854711406	33.1696876313187	1.72404787513027	6.90131938564361e-10	1.40094848707933e-11	0.115346684032834	1.50718345395532e-07	1.87416458078708e-08	0.207704277599449	525.453009258206	7.1295872762177e-11
Rpl7	8.60866228432976	0.0553951184886365	0.419650095075836	0.364254976587199	0.315911930998584	2.35351843744469	2.08645701804578	0.758549420825641	0.0403423205258316	0.0634419994195862	0.807913225244226	0.0612097930948273	0.133623994256714	3.33045227139911	0.0777945099505876
Rdh10	5.32328652869271	0.556503389889868	0.817119758063992	0.260616368174124	2.34157952301556	3.74775373875642	1.07679220546193	0.0411728166288264	0.00378248688126317	0.306806909565553	0.0685575956660837	0.00763103624991561	0.431890439621083	6.88399001104899	0.0131399429954883
Stau2	4.30208703174709	0.0515627050047449	0.320078231767577	0.268515526762832	0.43351380194211	3.03039943581888	2.22180346735757	0.673823057621685	0.0126365232975591	0.0504802272948019	0.732863191687674	0.0220005837232167	0.113361525851454	4.75359002025586	0.0353277128309089
Ube2w	4.25229560740032	0.538142746177233	0.674971647462602	0.136828901285369	4.01174957492199	5.82928404846652	0.996560731560372	0.00245961104225826	0.000164708648753963	0.342427301821692	0.00622902401479321	0.000506408443386305	0.468720634370951	16.9477181665351	0.000608604596505893
Eloc	5.43234362941737	0.748996064249925	0.656542029541956	-0.0924540347079699	4.70279127076262	4.54712584850084	-0.572078415371562	0.000832740533166784	0.00105669904911231	0.579872142341311	0.00249607858290203	0.00249358139615782	0.686384894710936	14.354024334952	0.00114263220082823
Tmem70	3.86993865230081	0.797549872902079	0.31897925006666	-0.478570622835419	5.03480350311258	2.45613266256273	-2.98600261058035	0.000506884496269022	0.0338485973625673	0.0136333926322764	0.0016591860900122	0.0524619478084501	0.0447835320379147	13.4142463903876	0.00146614809131908
Ly96	1.18525285568934	-2.06528684870265	-1.26619079514638	0.799096053556265	-8.62120051088107	-5.87694041601787	3.96069629614049	5.9873161335345e-06	0.000154401817870227	0.00267128745800924	4.74134377328112e-05	0.000479785284209019	0.0145536540281491	41.3524676806363	1.43796556976258e-05
Jph1	1.66339932942712	0.488203102558648	1.88738418656417	1.39918108400552	1.88825542374421	7.71923208831897	4.84329891620728	0.088246943606289	1.58627329903501e-05	0.000673642297283108	0.13163580904857	7.11532153421448e-05	0.00592766530429982	28.7614759529424	7.03725124089812e-05
Pi15	1.83068331306338	3.18383378721313	4.94881844838922	1.76498466117609	4.55183425375891	8.33681323058114	2.1184388303711	0.0010490607589603	8.06928948558997e-06	0.0601187049430192	0.00304268981697202	4.14496358471485e-05	0.128502697505518	31.2612158800218	4.92027343357314e-05
Crispld1	2.09718827756316	4.37348061775474	6.08873748785423	1.71525687009949	12.9999278887432	19.3795429958783	4.06398809440311	1.33959010510945e-07	2.8272313934003e-09	0.00226115320865631	3.01010634144941e-06	1.19746100562291e-07	0.0130536529444975	186.431144973013	1.17841892823675e-08
Tfap2b	6.07978323648539	0.194716778865118	-0.365284662349117	-0.560001441214235	0.813354834104913	-1.62158791204192	-2.29486138715645	0.434909774210656	0.135887039189712	0.0445857749396441	0.510886790466164	0.178622509804815	0.103620780899801	2.85031376661947	0.104705873559923
Mcm3	4.71801735528325	2.35045197515199	1.74632890300241	-0.60412307214958	6.99983193740502	6.2593026766037	-1.76382277337691	3.67242756329931e-05	9.2963920057186e-05	0.108160942495682	0.000196740207176061	0.000310702226360423	0.197952794718102	30.3128482402812	5.6189146391374e-05
Paqr8	1.41034394210566	2.22765432815235	1.08684280475494	-1.14081152339741	7.22108326097679	5.41165264620963	-3.63231739238342	2.81897554049539e-05	0.000294109084556148	0.00457753194750912	0.000158810242359952	0.00082611790089254	0.0210322695694724	31.1720395765095	4.98134682918647e-05
Efhc1	1.12199768681643	1.11880608878551	0.981628079725281	-0.137178009060228	4.45497070786486	5.25549810679139	-0.535944394795637	0.00121868280546332	0.000367617530298234	0.603685916862123	0.0034411170852446	0.00100355277753485	0.705967039824456	15.7196250447543	0.00081207319116985
Tram2	2.21899932043029	0.00360618444399474	0.753982527225284	0.750376342781289	0.0173298128331174	4.11040417875381	3.53566115180465	0.986513612792284	0.00209891611052987	0.00537639682647559	0.989273982350248	0.00455112480249395	0.023645657156592	9.76435092836216	0.00443253369331982
Tmem14a	0.886559634750103	1.20388204272028	0.358193375853681	-0.845688666866596	4.50646344413995	1.90079939198639	-3.19286307849787	0.00112516818787271	0.0864401341618426	0.00958001115360986	0.00321407638706252	0.119940137220898	0.0349302427161805	11.3335638359335	0.00267284310140252
Kcnq5	0.349071699986363	6.65638457439127	8.44437409146186	1.78798951707059	14.4504208190604	20.4379412972916	2.98913974210114	4.87460663502143e-08	1.67930594581934e-09	0.0135603986352313	1.57174196137137e-06	8.79088359727224e-08	0.0446171590688862	210.820766790338	6.46108921157355e-09
Ogfrl1	5.36296693815786	-3.47284403939651	-1.20992506276815	2.26291897662836	-12.9034081547361	-4.67586589008948	8.61650875924171	1.43791800722429e-07	0.000867550834028308	6.016488939814e-06	3.16002829983867e-06	0.00210310401343449	0.00050354770007054	87.518485127754	4.50558940284888e-07
B3gat2	1.55642757044959	-0.614118081035084	0.0585778173148492	0.672695898349933	-1.41393798054326	0.15605918451252	1.62281628306926	0.187679904249814	0.879084731346278	0.135622540673405	0.251048140654574	0.901332694397515	0.23416877714542	1.55205927247076	0.258697509030733
Smap1	4.64852018498917	0.600319870067174	0.625527376628467	0.0252075065612933	4.20908981157042	5.01592592179461	0.173013547825821	0.00179332279751095	0.000521174787548092	0.8660846761648	0.00476888750776456	0.00134897407510364	0.909213273152728	14.2573244118866	0.00117166073637418
Sdhaf4	1.99885764363396	0.66143862081514	-0.581069499243962	-1.2425081200591	2.23182646916318	-2.76464868690603	-4.39292002384729	0.0496290520911938	0.0199292758238103	0.0013424158991011	0.0803969936345174	0.0330193798233045	0.00924283104519016	10.6002172735033	0.00336421882810807
Fam135a	4.96747962080945	0.354190480851014	0.533441923852616	0.179251443001602	1.75419957035276	2.93481482259146	0.870181146336006	0.109861063240932	0.0148823794774949	0.404559359401684	0.158530671166477	0.0254354387328131	0.530189394921576	4.13848209719926	0.048946567050095
Col9a1	5.75472951930586	-1.20856276786324	0.854407645570445	2.06297041343368	-3.25139110718235	2.39883689489745	5.42544807483002	0.00867418892595493	0.0373363151013475	0.000288417269016324	0.0181305725464442	0.0571326555913657	0.00346742315547781	15.2482024625437	0.000911297303620576
Lmbrd1	6.00135017616994	-0.87474135619078	-0.540792269649343	0.333949086541438	-5.79403319947047	-3.77199277396813	2.16878386382089	0.000172807323918492	0.0036346594895252	0.0552220997225351	0.00068714878133962	0.00738181279934521	0.120902144082374	17.4983985908357	0.000537560205055024
Gm7846	1.77495679137569	1.4321628065895	1.15505013631405	-0.277112670275454	4.93851951431404	5.33646509735907	-0.924848773217169	0.000584421511054362	0.000327319017474737	0.376773560064178	0.00186239385773069	0.000908266410014772	0.503216822648544	17.7129727818646	0.000512599194476349
Phf3	7.02601768611653	-0.585532152487168	-0.408585029703942	0.176947122783226	-4.90618582751936	-3.5073816301656	1.45116283433176	0.000613218287068996	0.00563651003639473	0.177301640398162	0.00193693830471488	0.0108574284424875	0.2868555420587	12.8257816788551	0.001725136153716
Ptp4a1	5.96912326933963	-0.240382622701047	0.428228728873761	0.668611351574808	-1.38992330835744	2.61821338733097	3.81103959897249	0.194646456171027	0.025630619448553	0.00340907012478359	0.25892962005353	0.0411033019705534	0.017158290649658	7.7660006270465	0.0091815492006342
Prim2	3.84461031875387	1.16781997036898	1.01427652438991	-0.153543445979071	5.9389668600589	6.22241315305193	-0.757175110109967	0.000142012985173929	9.7544552374023e-05	0.466371455623351	0.000586905823115319	0.0003236126770785	0.587931865980434	24.7340342193298	0.000132978404443036
Rab23	3.2123519509313	0.801850391301379	0.46678107530757	-0.33506931599381	4.42379762894902	3.28585500579475	-1.82848860354282	0.00127926275128287	0.00818240131196392	0.097346809715686	0.00357891422631719	0.0150441230120126	0.18342091660773	11.1837493013146	0.00279907627570936
Bag2	4.46906758441559	0.916387794888641	1.0253060250568	0.108918230168163	5.50873395114267	7.16385256936923	0.637278870176125	0.000256466541988351	3.01691563618838e-05	0.53822657054832	0.000947727073728918	0.000121380051373071	0.65149326894898	27.242575051422	8.86255191984714e-05
Zfp451	4.55360151603432	-0.451784998687335	0.322858476193522	0.774643474880857	-2.0352431232203	1.58800307516366	3.42863432843415	0.0691304160446938	0.143298691460198	0.00643172923508025	0.106495737358832	0.187238086429764	0.0267080916027848	6.13562570071781	0.0181977326890047
Gm15455	2.92182482903522	0.494872242465846	0.256377352746076	-0.238494889719771	3.36930264341783	2.19517209244734	-1.62700679761892	0.00710690410909785	0.0528108062952665	0.134723668547313	0.0152937950320032	0.0777558874527484	0.233019764297216	6.24992210210246	0.0172907694071852
Dst	9.71216017351903	1.72974722888064	0.865742975235555	-0.864004253645088	6.70384762604011	3.17649228543131	-3.42935798832453	5.27957217978661e-05	0.00985033680112457	0.00642391599228428	0.000263827602277002	0.0177009716468653	0.0267064957177797	22.2629904281007	0.000205373293416482
Ccdc115	2.96019212805757	-0.420435669941197	0.0602932193071584	0.480728889248355	-2.17086616547964	0.36381593308649	2.52480533527923	0.0550280416145051	0.723552308374149	0.0300890252962175	0.0875400566407851	0.767247599889651	0.0777077432677811	3.73987713527623	0.0611878266154528
Imp4	5.0424473035023	0.0440001002255261	0.129478538919154	0.0854784386936274	0.341173920951237	1.10447776474002	0.651105915944795	0.740016546709075	0.295193717849348	0.529621648007441	0.791309867137384	0.355836360015553	0.643389511255705	0.585337855305503	0.574874441238467
D1Ertd448e	3.85505059068571	-0.368072765496261	-0.171856388176238	0.196216377320023	-2.20867652556425	-1.18163634512912	1.18592601959362	0.0516163279595977	0.264626043974549	0.263003062237689	0.0830292802268728	0.323311032922401	0.384558405784724	2.55750735578759	0.126642795101445
Ptpn18	3.9064524085063	-5.54854051826786	-4.48546582851522	1.06307468975263	-32.3189446067817	-26.7756436765861	9.10194772193345	1.81370217249804e-11	1.1721700119965e-10	3.67783329214264e-06	4.14394861790205e-08	2.85800618771567e-08	0.000432040211911133	613.357801598364	3.30622194348383e-11
Arhgef4	2.43281542871478	1.95243085292515	2.59756207545505	0.645131222529894	10.4820263729279	17.0459847513989	3.14766595877614	1.01115419008873e-06	9.87982709578081e-09	0.0103454717844153	1.24299930649694e-05	2.70235505514146e-07	0.0368968254990488	135.485307572254	5.5555004516513e-08
Fam168b	7.69482093709722	0.377240012153891	0.486622772057067	0.109382759903176	2.86367898277672	3.73599543984446	0.833751744411936	0.0168130681658337	0.00385644305947479	0.42384450838828	0.0320027582396646	0.00775896137070378	0.547460927247296	7.61765515618607	0.00973492817929221
Plekhb2	5.74221314938704	-0.708705692777464	-1.88766111134798	-1.17895541857051	-4.81785636461944	-13.6740184832978	-7.8164935081172	0.000699861081695119	8.27349883868415e-08	1.42234541137543e-05	0.0021679872204904	1.18360996180438e-06	0.000689272182432042	90.3092628625061	3.88218761559389e-07
Hs6st1	7.07695398351099	0.0739726343412288	1.06576551684195	0.991792882500718	0.238821737176357	3.56851999288054	3.23506594930544	0.816055915276658	0.00508972381946697	0.00891764026639453	0.855456744041783	0.00990794844355012	0.0334309675148148	7.75134578898449	0.00923450631744452
Uggt1	7.16412635714998	0.380133578393568	-0.0909158101837901	-0.471049388577359	3.25631953517254	-0.794113592783356	-3.97909366284477	0.00860204197705136	0.445523190260559	0.00259288808273307	0.0180093979498572	0.508706611410165	0.0143250567516721	9.02190775044008	0.00573929063236012
Neurl3	0.0873123870807256	0.971658634431435	1.17759563298622	0.205936998554788	2.09557167630395	3.33615000223452	0.435029188828778	0.0624774454454881	0.00751560350149041	0.672758841769451	0.0975477273225634	0.0139512414422551	0.762685565042713	5.16475491521377	0.0287309336635514
Arid5a	7.68303950251125	1.49352384250592	0.953012275672279	-0.540511566833642	7.85095664040486	5.07351698785467	-2.898463563162	1.36875037101128e-05	0.000478869076509594	0.0158392236230331	9.07974557931875e-05	0.00125536599751895	0.0496565810814632	31.9247678534105	4.49296593734646e-05
Kansl3	6.50800744861467	-0.35994418509661	-0.0904173286258176	0.269526856470792	-2.48230880762632	-0.650304143005524	1.82913361435852	0.0323638236414171	0.530118397712354	0.0972441366971986	0.0558248997946547	0.590349026382509	0.183301591182299	3.3101598421208	0.0787498752575587
Lman2l	4.63874929002691	-0.65499425239007	-1.36683688393714	-0.711842631547071	-5.36211785342127	-12.5541489838475	-5.92538137938892	0.000315558363630322	1.86550437381338e-07	0.000144632071342244	0.00112657962923653	2.18376504462224e-06	0.00228420617079158	73.6447695144091	1.01699157431555e-06
Cnnm4	5.26972058464495	0.473980797468667	0.929331047893291	0.455350250424623	2.03630442741804	4.33708273383132	1.91758372845567	0.0690077761568592	0.0014651314905701	0.0840764038924579	0.106353698020115	0.00331200757620868	0.164682750169761	8.861667896222	0.00607929896716431
Cnnm3	3.89160439817776	-0.704134228430319	-1.00371145261674	-0.29957722418642	-3.45888532582558	-5.62386051473257	-1.53252637819563	0.00611333726531361	0.000218395927544029	0.156326100596631	0.0134454940924136	0.00064467156901434	0.260705155475373	15.269000462285	0.000906623333581103
Ankrd23	2.46811487263582	-0.334788871099241	-0.933393958932355	-0.598605087833114	-1.28321453090225	-4.48968041246236	-2.47240734677351	0.228291744883432	0.00115478397925405	0.0329177548902996	0.296876974156656	0.00269276204171403	0.082683456120135	9.24568461641628	0.00530182609887475
Ankrd39	2.45489587243788	-0.0656966456081038	-0.831465813491911	-0.765769167883807	-0.243475608323423	-3.9249932996968	-3.03743636519006	0.812547651701531	0.00283060596925965	0.0124854654975211	0.852754056752688	0.00590939202872922	0.0419998438649464	8.18419739850431	0.00781307176230753
Sema4c	7.64989534998692	-0.123904302948729	-1.24796256871864	-1.12405826576991	-0.689998002415824	-6.83763972672142	-5.97263699109371	0.505856868538086	4.47470320621725e-05	0.000135739148272307	0.578210782757346	0.000168481471256237	0.0022009583241323	27.6305326725363	8.34709752925549e-05
Fam178b	0.581054787613793	0.229149239827815	-0.8301559481483	-1.05930518797611	0.654751239262296	-3.2026340836912	-3.30759402178964	0.527366588159007	0.00942229900044187	0.007887021303586	0.598733068207168	0.0170325236845804	0.0306554217909403	7.17499521578982	0.0116409799470487
Cox5b	3.36363151955062	0.181984763108081	-0.219062293655311	-0.401047056763391	1.1368775220803	-1.69230317000693	-2.53928373966778	0.282038351695931	0.121389509982381	0.0293507020101435	0.354788051629379	0.161692582636293	0.0763369486408217	3.52544300520914	0.0692882529022905
Actr1b	6.44420999718951	0.506990055450096	0.353185521808586	-0.15380453364151	4.78366925205642	3.50096941120348	-1.44023017328721	0.000736812807851603	0.00569728166714936	0.180297376711048	0.00226090727010798	0.0109604493753183	0.290324473996581	12.4020897826957	0.00194601518376993
Tmem131	6.76745334652366	0.477425942750507	0.433490382821383	-0.0439355599291247	4.39489180412399	4.1472790279742	-0.402979810699175	0.00133828617282192	0.00197876674581987	0.695424364486702	0.00372243300249392	0.0043173935070753	0.780718581721336	12.2231145761735	0.00204942442900046
Inpp4a	4.57501390329184	0.674968322283347	1.18388680639472	0.508918484111375	4.22718924588332	8.27880522493534	3.08613955109705	0.00174255545329068	8.58401169141249e-06	0.0114891716579035	0.00465514097298239	4.35408126357255e-05	0.0397288847754868	31.873762430265	4.52418923182171e-05
Coa5	6.02474494882671	-0.785663854086804	-1.04880999059475	-0.263146136507941	-5.48879954476591	-7.70356368195417	-1.79446944483483	0.000263752470710148	1.61454757454109e-05	0.102905541707002	0.000969612909814766	7.22129006379545e-05	0.19096000483786	30.8776839633949	5.1894974274326e-05
Unc50	4.32076774537536	-0.33052056682118	-0.588596016137545	-0.258075449316364	-2.59480552306474	-5.29905747079845	-2.04042141879964	0.0266821270549217	0.000345316776564171	0.0685339806931397	0.0474171760771317	0.000951220454481161	0.141169467968211	12.9431516746445	0.00166935531829795
Mgat4a	5.91257509674517	-1.94510715132883	0.0227482640905379	1.96785541541937	-5.03366360305913	0.0615796769292718	4.99621368469916	0.000507735436076761	0.95210818234321	0.000536556391148509	0.00166041604820891	0.959522392718368	0.00508092728935142	16.7668145183223	0.00063436606898106
4930594C11Rik	2.44429547269506	0.134542493552088	0.540954868784414	0.406412375232326	0.598382933230121	2.88941050463074	1.79219012824608	0.562861408970061	0.0160870524143591	0.103288206287001	0.632557201348762	0.0273040354092893	0.191517545671719	3.94525146331219	0.0544725850393991
Cracdl	3.40513033169332	-5.55521372361262	-4.91516278928234	0.640050934330274	-23.8226145827284	-21.6153748106085	4.46058830322662	3.71915199320036e-10	9.68881937116689e-10	0.00120809244202492	1.33288685664004e-07	6.78232908312029e-08	0.0085975091966305	350.981905078993	5.26199782885985e-10
Tsga10	0.919799050794213	-1.23721750784855	-1.10524042095632	0.131977086892239	-4.77575570632114	-5.01448068687008	0.586177706611822	0.000745658491593335	0.000522286389444934	0.570719705368185	0.00228153869023644	0.00135160097486981	0.678506064662586	16.0232139826952	0.000755010928178552
Lipt1	0.734705634696735	-0.574365385682502	-0.613827753551016	-0.0394623678685139	-1.72487502236133	-2.22162816811415	-0.129916171536971	0.115192938136292	0.050495238781256	0.899202992432846	0.165252149885144	0.0747164887196289	0.932286939042645	2.62761577217793	0.120924259790284
Mitd1	2.56533820854614	0.697729357051872	0.380971550937855	-0.316757806114017	2.2765468204473	1.6129167440007	-1.03957006573562	0.0459974789751882	0.137767256848633	0.32296670793957	0.0752818224398367	0.180737089259747	0.448539166969059	2.93925382616373	0.0989661900641568
Mrpl30	4.20468430648576	0.6061046881433	0.118385761888958	-0.487718926254342	4.21435155227039	0.978433076301099	-3.35691066359361	0.00177840536681483	0.350884650817068	0.00725692085060755	0.00473642755563469	0.414110847291241	0.0289633189693342	9.99401993037235	0.00410281273680459
Txndc9	5.50775336655016	-0.759223536375496	-0.356862611881643	0.402360924493853	-5.39873133956231	-2.71260538984433	2.81340413564002	0.000299549410558029	0.0217933653626265	0.0183284163058943	0.00107962921902258	0.0356973945474547	0.0549498658746214	14.8047903320058	0.00101818122307313
Eif5b	7.30194958162304	-0.448188979540378	0.208605945440855	0.656794924981233	-2.16047028025763	1.02974862196133	3.14539359900375	0.0560034447753276	0.327335897286744	0.010385569752477	0.0888894103593861	0.390339888778843	0.0369926372146715	5.20694839323069	0.028141293939646
Rev1	4.25057497138941	-0.100964805077659	0.407722473450398	0.508687278528057	-0.443823958009191	2.01310420661901	2.19974481633174	0.666597517952142	0.0717361956502641	0.0524033939090342	0.726530997225288	0.101916731714143	0.116464022367081	3.02213258372494	0.0939542751839826
Aff3	0.855100980976753	3.01921990656305	4.48945850305986	1.47023859649681	7.62569149288131	12.9315061702224	3.0360224378086	1.76342236730496e-05	1.40850260718535e-07	0.0125156692353839	0.000109802208459901	1.76088022724773e-06	0.042071069962232	77.6250452937001	7.94098065394998e-07
Chst10	-0.443252516691276	0.509033527205997	0.997852308539499	0.488818781333502	1.22670678116665	2.76965901997586	1.13703831868374	0.247968015362339	0.0197584828977532	0.281974224501838	0.318026147065463	0.0327635918213188	0.405510210501305	3.47125157173283	0.0715351896127091
Pdcl3	5.70351648877804	0.31957361012019	0.126370516756421	-0.193203093363769	2.17359451382466	0.929857895556735	-1.29389834080782	0.0547747669951201	0.374296993723911	0.224719433532268	0.0871867575778151	0.438006453556522	0.341921375626301	2.42082766666679	0.138752954436459
Npas2	2.20154435870437	-5.01937564396346	-3.75987333618704	1.25950230777643	-18.2475243083288	-14.0214910808682	7.51852678552787	5.09024166588523e-09	6.5078011975733e-08	1.99315994980775e-05	4.26025794994478e-07	9.84413905761061e-07	0.000793686513346522	194.163031976215	9.66327136532745e-09
Rpl31	3.14626215054941	0.119876893753409	0.0285673856663293	-0.0913095080870794	0.479254585208924	0.137026198661024	-0.367552141776967	0.642042038744365	0.893723436193628	0.720849391570356	0.705045692609207	0.913660947021529	0.800644623806331	0.127780649765046	0.881457210254923
